2025-05-13 16:30:24,485 - DEBUG - [algo] | Using cached balances (age=40.9s)
2025-05-13 16:38:32,150 - DEBUG - [algo] | Using cached balances (age=47.0s)
2025-05-13 16:38:32,151 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,267 - DEBUG - [algo] | Using cached balances (age=47.1s)
2025-05-13 16:38:32,268 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,268 - DEBUG - [algo] | Using cached balances (age=47.1s)
2025-05-13 16:38:32,269 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,369 - DEBUG - [algo] | Using cached balances (age=47.2s)
2025-05-13 16:38:32,370 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,370 - DEBUG - [algo] | Using cached balances (age=47.2s)
2025-05-13 16:38:32,371 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,474 - DEBUG - [algo] | Using cached balances (age=47.3s)
2025-05-13 16:38:32,475 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,475 - DEBUG - [algo] | Using cached balances (age=47.3s)
2025-05-13 16:38:32,476 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,575 - DEBUG - [algo] | Using cached balances (age=47.4s)
2025-05-13 16:38:32,576 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,577 - DEBUG - [algo] | Using cached balances (age=47.4s)
2025-05-13 16:38:32,577 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,676 - DEBUG - [algo] | Using cached balances (age=47.5s)
2025-05-13 16:38:32,677 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,678 - DEBUG - [algo] | Using cached balances (age=47.5s)
2025-05-13 16:38:32,678 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,777 - DEBUG - [algo] | Using cached balances (age=47.6s)
2025-05-13 16:38:32,778 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,779 - DEBUG - [algo] | Using cached balances (age=47.6s)
2025-05-13 16:38:32,779 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,887 - DEBUG - [algo] | Using cached balances (age=47.7s)
2025-05-13 16:38:32,888 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,889 - DEBUG - [algo] | Using cached balances (age=47.7s)
2025-05-13 16:38:32,889 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:32,993 - DEBUG - [algo] | Using cached balances (age=47.8s)
2025-05-13 16:38:32,994 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:32,994 - DEBUG - [algo] | Using cached balances (age=47.8s)
2025-05-13 16:38:32,995 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:33,099 - DEBUG - [algo] | Using cached balances (age=47.9s)
2025-05-13 16:38:33,099 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:33,100 - DEBUG - [algo] | Using cached balances (age=47.9s)
2025-05-13 16:38:33,100 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:33,306 - DEBUG - [algo] | Using cached balances (age=48.1s)
2025-05-13 16:38:33,307 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:33,308 - DEBUG - [algo] | Using cached balances (age=48.1s)
2025-05-13 16:38:33,309 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:33,422 - DEBUG - [algo] | Using cached balances (age=48.3s)
2025-05-13 16:38:33,422 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:33,423 - DEBUG - [algo] | Using cached balances (age=48.3s)
2025-05-13 16:38:33,423 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:33,780 - DEBUG - [algo] | Using cached balances (age=48.6s)
2025-05-13 16:38:33,781 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:33,781 - DEBUG - [algo] | Using cached balances (age=48.6s)
2025-05-13 16:38:33,782 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:34,212 - DEBUG - [algo] | Using cached balances (age=49.0s)
2025-05-13 16:38:34,213 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:34,214 - DEBUG - [algo] | Using cached balances (age=49.0s)
2025-05-13 16:38:34,214 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:34,321 - DEBUG - [algo] | Using cached balances (age=49.2s)
2025-05-13 16:38:34,322 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:34,322 - DEBUG - [algo] | Using cached balances (age=49.2s)
2025-05-13 16:38:34,323 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:34,377 - INFO - [algo] | GET /algo/health called
2025-05-13 16:38:34,378 - INFO - [algo] | Health: models_loaded=True task_running=True healthy=True
2025-05-13 16:38:34,379 - INFO - 172.18.0.1:38884 - "GET /algo/health HTTP/1.1" 200
2025-05-13 16:38:34,398 - DEBUG - [db] Opening new session
2025-05-13 16:38:34,398 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:38:34,400 - DEBUG - [db] Session closed
2025-05-13 16:38:34,400 - INFO - 172.18.0.1:38884 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:38:34,416 - INFO - [kc] | GET /kc/my-fills?limit=20 from 172.18.0.1
2025-05-13 16:38:34,617 - INFO - 172.18.0.1:38884 - "GET /kc/my-fills?limit=20 HTTP/1.1" 200
2025-05-13 16:38:34,618 - INFO - [kc] | GET /kc/orders?limit=20 from 172.18.0.1
2025-05-13 16:38:35,008 - INFO - [kc] | Returning 20 orders (active+done)
2025-05-13 16:38:35,010 - INFO - 172.18.0.1:45948 - "GET /kc/orders?limit=20 HTTP/1.1" 200
2025-05-13 16:38:35,010 - DEBUG - [algo] | Using cached balances (age=49.8s)
2025-05-13 16:38:35,011 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,011 - DEBUG - [algo] | Using cached balances (age=49.8s)
2025-05-13 16:38:35,012 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,130 - DEBUG - [algo] | Using cached balances (age=50.0s)
2025-05-13 16:38:35,131 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,131 - DEBUG - [algo] | Using cached balances (age=50.0s)
2025-05-13 16:38:35,132 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,250 - DEBUG - [algo] | Using cached balances (age=50.1s)
2025-05-13 16:38:35,251 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,251 - DEBUG - [algo] | Using cached balances (age=50.1s)
2025-05-13 16:38:35,252 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,355 - DEBUG - [algo] | Using cached balances (age=50.2s)
2025-05-13 16:38:35,356 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,356 - DEBUG - [algo] | Using cached balances (age=50.2s)
2025-05-13 16:38:35,357 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,462 - DEBUG - [algo] | Using cached balances (age=50.3s)
2025-05-13 16:38:35,463 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,464 - DEBUG - [algo] | Using cached balances (age=50.3s)
2025-05-13 16:38:35,464 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,465 - INFO - [kc] | GET /kc/balances called from 172.18.0.1
2025-05-13 16:38:35,671 - INFO - [kc] | Returning 2 non-zero balances
2025-05-13 16:38:35,672 - INFO - 172.18.0.1:38884 - "GET /kc/balances HTTP/1.1" 200
2025-05-13 16:38:35,673 - INFO - [kc] | GET /kc/health called from 172.18.0.1
2025-05-13 16:38:35,860 - INFO - [kc] | KuCoin status: {}
2025-05-13 16:38:35,860 - INFO - 172.18.0.1:45948 - "GET /kc/health HTTP/1.1" 200
2025-05-13 16:38:35,861 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:38:35,862 - DEBUG - [db] Opening new session
2025-05-13 16:38:35,863 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:38:35,865 - DEBUG - [db] Session closed
2025-05-13 16:38:35,866 - INFO - 172.18.0.1:45962 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:38:35,866 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,867 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,867 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,868 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,869 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,869 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,870 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,870 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,871 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,871 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,872 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,872 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:35,912 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,913 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:35,913 - DEBUG - [algo] | Using cached balances (age=50.7s)
2025-05-13 16:38:35,914 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,010 - DEBUG - [algo] | Using cached balances (age=50.8s)
2025-05-13 16:38:36,011 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,012 - DEBUG - [algo] | Using cached balances (age=50.8s)
2025-05-13 16:38:36,012 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,120 - DEBUG - [algo] | Using cached balances (age=51.0s)
2025-05-13 16:38:36,121 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,121 - DEBUG - [algo] | Using cached balances (age=51.0s)
2025-05-13 16:38:36,122 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,217 - DEBUG - [algo] | Using cached balances (age=51.1s)
2025-05-13 16:38:36,218 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,218 - DEBUG - [algo] | Using cached balances (age=51.1s)
2025-05-13 16:38:36,219 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,324 - DEBUG - [algo] | Using cached balances (age=51.2s)
2025-05-13 16:38:36,324 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,325 - DEBUG - [algo] | Using cached balances (age=51.2s)
2025-05-13 16:38:36,325 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,427 - DEBUG - [algo] | Using cached balances (age=51.3s)
2025-05-13 16:38:36,427 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,428 - DEBUG - [algo] | Using cached balances (age=51.3s)
2025-05-13 16:38:36,428 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,554 - DEBUG - [algo] | Using cached balances (age=51.4s)
2025-05-13 16:38:36,555 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,555 - DEBUG - [algo] | Using cached balances (age=51.4s)
2025-05-13 16:38:36,556 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,658 - DEBUG - [algo] | Using cached balances (age=51.5s)
2025-05-13 16:38:36,659 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,659 - DEBUG - [algo] | Using cached balances (age=51.5s)
2025-05-13 16:38:36,660 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:36,904 - DEBUG - [algo] | Using cached balances (age=51.7s)
2025-05-13 16:38:36,904 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:36,905 - DEBUG - [algo] | Using cached balances (age=51.7s)
2025-05-13 16:38:36,905 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,010 - DEBUG - [algo] | Using cached balances (age=51.8s)
2025-05-13 16:38:37,011 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,011 - DEBUG - [algo] | Using cached balances (age=51.8s)
2025-05-13 16:38:37,012 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,115 - DEBUG - [algo] | Using cached balances (age=51.9s)
2025-05-13 16:38:37,115 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,116 - DEBUG - [algo] | Using cached balances (age=51.9s)
2025-05-13 16:38:37,116 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,217 - DEBUG - [algo] | Using cached balances (age=52.1s)
2025-05-13 16:38:37,217 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,218 - DEBUG - [algo] | Using cached balances (age=52.1s)
2025-05-13 16:38:37,218 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,326 - DEBUG - [algo] | Using cached balances (age=52.2s)
2025-05-13 16:38:37,327 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,327 - DEBUG - [algo] | Using cached balances (age=52.2s)
2025-05-13 16:38:37,328 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,429 - DEBUG - [algo] | Using cached balances (age=52.3s)
2025-05-13 16:38:37,430 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,431 - DEBUG - [algo] | Using cached balances (age=52.3s)
2025-05-13 16:38:37,431 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,533 - DEBUG - [algo] | Using cached balances (age=52.4s)
2025-05-13 16:38:37,534 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,535 - DEBUG - [algo] | Using cached balances (age=52.4s)
2025-05-13 16:38:37,535 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,647 - DEBUG - [algo] | Using cached balances (age=52.5s)
2025-05-13 16:38:37,648 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,648 - DEBUG - [algo] | Using cached balances (age=52.5s)
2025-05-13 16:38:37,649 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:37,756 - DEBUG - [algo] | Using cached balances (age=52.6s)
2025-05-13 16:38:37,757 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:37,757 - DEBUG - [algo] | Using cached balances (age=52.6s)
2025-05-13 16:38:37,757 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:38,195 - DEBUG - [algo] | Using cached balances (age=53.0s)
2025-05-13 16:38:38,195 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:38,196 - DEBUG - [algo] | Using cached balances (age=53.0s)
2025-05-13 16:38:38,196 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:38,316 - DEBUG - [algo] | Using cached balances (age=53.2s)
2025-05-13 16:38:38,317 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:38,317 - DEBUG - [algo] | Using cached balances (age=53.2s)
2025-05-13 16:38:38,317 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:38,424 - DEBUG - [algo] | Using cached balances (age=53.3s)
2025-05-13 16:38:38,424 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:38,425 - DEBUG - [algo] | Using cached balances (age=53.3s)
2025-05-13 16:38:38,425 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:38,644 - DEBUG - [algo] | Using cached balances (age=53.5s)
2025-05-13 16:38:38,645 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:38,646 - DEBUG - [algo] | Using cached balances (age=53.5s)
2025-05-13 16:38:38,646 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:39,099 - DEBUG - [algo] | Using cached balances (age=53.9s)
2025-05-13 16:38:39,100 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:39,100 - DEBUG - [algo] | Using cached balances (age=53.9s)
2025-05-13 16:38:39,100 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:39,209 - DEBUG - [algo] | Using cached balances (age=54.0s)
2025-05-13 16:38:39,210 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:39,211 - DEBUG - [algo] | Using cached balances (age=54.0s)
2025-05-13 16:38:39,212 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:39,401 - DEBUG - [db] Opening new session
2025-05-13 16:38:39,402 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:38:39,404 - DEBUG - [db] Session closed
2025-05-13 16:38:39,405 - INFO - 172.18.0.1:45962 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:38:39,640 - DEBUG - [algo] | Using cached balances (age=54.5s)
2025-05-13 16:38:39,640 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:39,641 - DEBUG - [algo] | Using cached balances (age=54.5s)
2025-05-13 16:38:39,641 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:39,746 - DEBUG - [algo] | Using cached balances (age=54.6s)
2025-05-13 16:38:39,746 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:39,747 - DEBUG - [algo] | Using cached balances (age=54.6s)
2025-05-13 16:38:39,748 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:39,848 - DEBUG - [algo] | Using cached balances (age=54.7s)
2025-05-13 16:38:39,849 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:39,850 - DEBUG - [algo] | Using cached balances (age=54.7s)
2025-05-13 16:38:39,850 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:39,970 - DEBUG - [algo] | Using cached balances (age=54.8s)
2025-05-13 16:38:39,971 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:39,972 - DEBUG - [algo] | Using cached balances (age=54.8s)
2025-05-13 16:38:39,972 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:40,401 - DEBUG - [algo] | Using cached balances (age=55.2s)
2025-05-13 16:38:40,402 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:40,402 - DEBUG - [algo] | Using cached balances (age=55.2s)
2025-05-13 16:38:40,403 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:40,452 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:38:40,452 - DEBUG - [db] Opening new session
2025-05-13 16:38:40,453 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:38:40,455 - DEBUG - [db] Session closed
2025-05-13 16:38:40,455 - INFO - 172.18.0.1:45962 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:38:40,519 - DEBUG - [algo] | Using cached balances (age=55.4s)
2025-05-13 16:38:40,519 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:40,520 - DEBUG - [algo] | Using cached balances (age=55.4s)
2025-05-13 16:38:40,520 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:40,730 - DEBUG - [algo] | Using cached balances (age=55.6s)
2025-05-13 16:38:40,730 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:40,731 - DEBUG - [algo] | Using cached balances (age=55.6s)
2025-05-13 16:38:40,731 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:40,829 - DEBUG - [algo] | Using cached balances (age=55.7s)
2025-05-13 16:38:40,830 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:40,830 - DEBUG - [algo] | Using cached balances (age=55.7s)
2025-05-13 16:38:40,830 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:41,034 - DEBUG - [algo] | Using cached balances (age=55.9s)
2025-05-13 16:38:41,034 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:41,035 - DEBUG - [algo] | Using cached balances (age=55.9s)
2025-05-13 16:38:41,035 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:41,139 - DEBUG - [algo] | Using cached balances (age=56.0s)
2025-05-13 16:38:41,140 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:41,141 - DEBUG - [algo] | Using cached balances (age=56.0s)
2025-05-13 16:38:41,141 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:41,243 - DEBUG - [algo] | Using cached balances (age=56.1s)
2025-05-13 16:38:41,244 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:41,244 - DEBUG - [algo] | Using cached balances (age=56.1s)
2025-05-13 16:38:41,244 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:41,348 - DEBUG - [algo] | Using cached balances (age=56.2s)
2025-05-13 16:38:41,348 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:41,349 - DEBUG - [algo] | Using cached balances (age=56.2s)
2025-05-13 16:38:41,349 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:41,454 - DEBUG - [algo] | Using cached balances (age=56.3s)
2025-05-13 16:38:41,455 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:41,456 - DEBUG - [algo] | Using cached balances (age=56.3s)
2025-05-13 16:38:41,456 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:41,577 - DEBUG - [algo] | Using cached balances (age=56.4s)
2025-05-13 16:38:41,578 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:41,578 - DEBUG - [algo] | Using cached balances (age=56.4s)
2025-05-13 16:38:41,579 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,122 - DEBUG - [algo] | Using cached balances (age=57.0s)
2025-05-13 16:38:42,123 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,123 - DEBUG - [algo] | Using cached balances (age=57.0s)
2025-05-13 16:38:42,124 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,220 - DEBUG - [algo] | Using cached balances (age=57.1s)
2025-05-13 16:38:42,221 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,221 - DEBUG - [algo] | Using cached balances (age=57.1s)
2025-05-13 16:38:42,222 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,341 - DEBUG - [algo] | Using cached balances (age=57.2s)
2025-05-13 16:38:42,341 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,342 - DEBUG - [algo] | Using cached balances (age=57.2s)
2025-05-13 16:38:42,342 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,555 - DEBUG - [algo] | Using cached balances (age=57.4s)
2025-05-13 16:38:42,555 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,556 - DEBUG - [algo] | Using cached balances (age=57.4s)
2025-05-13 16:38:42,556 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,652 - DEBUG - [algo] | Using cached balances (age=57.5s)
2025-05-13 16:38:42,653 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,653 - DEBUG - [algo] | Using cached balances (age=57.5s)
2025-05-13 16:38:42,654 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,759 - DEBUG - [algo] | Using cached balances (age=57.6s)
2025-05-13 16:38:42,760 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,760 - DEBUG - [algo] | Using cached balances (age=57.6s)
2025-05-13 16:38:42,760 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,860 - DEBUG - [algo] | Using cached balances (age=57.7s)
2025-05-13 16:38:42,861 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,862 - DEBUG - [algo] | Using cached balances (age=57.7s)
2025-05-13 16:38:42,862 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:42,987 - DEBUG - [algo] | Using cached balances (age=57.8s)
2025-05-13 16:38:42,988 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:42,989 - DEBUG - [algo] | Using cached balances (age=57.8s)
2025-05-13 16:38:42,989 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,079 - DEBUG - [algo] | Using cached balances (age=57.9s)
2025-05-13 16:38:43,079 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,080 - DEBUG - [algo] | Using cached balances (age=57.9s)
2025-05-13 16:38:43,080 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,178 - DEBUG - [algo] | Using cached balances (age=58.0s)
2025-05-13 16:38:43,179 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,180 - DEBUG - [algo] | Using cached balances (age=58.0s)
2025-05-13 16:38:43,180 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,283 - DEBUG - [algo] | Using cached balances (age=58.1s)
2025-05-13 16:38:43,283 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,284 - DEBUG - [algo] | Using cached balances (age=58.1s)
2025-05-13 16:38:43,285 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,383 - DEBUG - [algo] | Using cached balances (age=58.2s)
2025-05-13 16:38:43,384 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,384 - DEBUG - [algo] | Using cached balances (age=58.2s)
2025-05-13 16:38:43,385 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,486 - DEBUG - [algo] | Using cached balances (age=58.3s)
2025-05-13 16:38:43,487 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,488 - DEBUG - [algo] | Using cached balances (age=58.3s)
2025-05-13 16:38:43,488 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:38:43,582 - DEBUG - [algo] | Using cached balances (age=58.4s)
2025-05-13 16:38:43,583 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:38:43,584 - DEBUG - [algo] | Using cached balances (age=58.4s)
2025-05-13 16:38:43,584 - DEBUG - [algo] | Returning available[KAS] = 0.000000
